tanggal,kandang,lokasi,umur_hari,populasi_awal,populasi_akhir,mortalitas,suhu_c,kelembaban,wqi,aqi,berat_rata_kg,total_pakan_kg,fcr,performa
2025-12-16,K088,E,29,5966,5831,135,28.0,74.2,75.8,91.1,1.99,20.62,1.78,Sedang
2025-04-28,K035,B,29,7746,7580,166,28.3,67.9,94.9,102.5,2.09,25.92,1.63,Sedang
2025-07-28,K038,B,32,6779,6608,171,29.4,71.5,79.0,109.4,1.53,18.26,1.8,Boros
2025-09-13,K058,C,28,5529,5369,160,32.6,70.2,65.2,120.3,1.27,12.16,1.78,Sedang
2025-12-30,K061,D,32,5032,4887,145,30.4,77.2,64.3,98.3,1.5,13.6,1.85,Boros
2025-10-24,K090,E,33,4100,4008,92,26.2,76.9,85.2,70.1,1.8,13.22,1.83,Boros
2025-02-14,K080,D,28,7735,7513,222,28.8,82.0,64.6,118.3,1.2,15.88,1.76,Sedang
2025-05-02,K007,A,31,4243,4159,84,24.3,65.8,94.0,91.8,2.01,14.37,1.72,Sedang
2025-05-15,K019,A,32,3386,3312,74,25.2,84.0,88.0,78.4,2.03,12.1,1.8,Sedang
2025-05-04,K021,B,33,6670,6534,136,27.1,63.1,77.1,84.2,1.94,22.33,1.77,Sedang
2025-07-01,K072,D,32,4756,4640,116,26.0,73.1,74.2,91.2,1.7,13.39,1.7,Sedang
2025-08-29,K011,A,34,3787,3706,81,25.6,75.6,84.5,108.0,1.91,12.24,1.73,Sedang
2025-03-03,K044,C,31,3540,3440,100,32.2,64.8,74.4,111.7,1.46,9.33,1.85,Boros
2025-10-18,K032,B,28,7953,7758,195,32.5,68.0,89.5,125.7,1.73,24.19,1.81,Boros
2025-04-17,K081,E,29,3433,3354,79,25.5,82.2,78.7,101.5,1.61,9.77,1.81,Boros
2025-10-09,K009,A,29,5200,5089,111,27.2,81.1,93.8,98.4,1.9,16.79,1.74,Sedang
2025-09-27,K030,B,33,5832,5702,130,26.5,76.3,85.5,68.8,2.01,19.91,1.73,Sedang
2025-02-19,K028,B,32,6519,6379,140,26.6,58.3,90.1,118.3,1.74,20.25,1.82,Boros
2025-09-06,K087,E,31,7420,7240,180,30.3,81.6,85.8,84.2,1.82,24.22,1.83,Boros
2025-04-21,K029,B,32,3047,2979,68,26.2,64.1,81.3,115.5,1.53,8.18,1.8,Sedang
2025-07-27,K082,E,34,4827,4709,118,29.9,83.9,75.0,107.2,1.71,15.27,1.9,Boros
2025-07-30,K095,E,28,5000,4875,125,29.7,75.6,64.5,83.8,1.57,12.67,1.65,Sedang
2025-02-02,K053,C,35,5923,5757,166,31.4,60.6,81.9,119.6,1.47,15.86,1.87,Boros
2025-06-17,K055,C,32,3041,2962,79,31.2,64.7,74.5,101.6,1.73,9.79,1.91,Boros
2025-05-27,K051,C,33,3334,3231,103,35.5,69.3,73.6,107.9,1.43,9.42,2.03,Boros
2025-10-19,K023,B,35,6983,6828,155,28.3,64.2,88.7,103.5,2.07,24.98,1.77,Sedang
2025-05-18,K057,C,28,7939,7704,235,32.8,58.9,73.9,116.1,1.23,18.26,1.93,Boros
2025-12-26,K022,B,35,3095,3018,77,30.7,71.2,73.7,71.4,1.75,9.52,1.8,Sedang
2025-06-04,K045,C,34,3142,3057,85,29.6,67.6,78.0,93.5,1.55,8.57,1.81,Boros
2025-05-08,K026,B,35,4571,4471,100,25.3,70.2,84.9,84.9,1.97,15.94,1.81,Boros
2025-02-11,K006,A,32,3058,2994,64,23.9,78.4,82.4,72.1,2.05,10.45,1.7,Sedang
2025-08-04,K076,D,33,4607,4478,129,31.0,79.8,69.8,93.4,1.73,14.74,1.9,Boros
2025-09-29,K081,E,35,7444,7266,178,28.8,75.0,78.7,135.5,1.53,20.28,1.82,Boros
2025-11-26,K067,D,34,3344,3251,93,30.0,81.3,69.6,81.9,1.63,9.81,1.86,Boros
2025-02-11,K095,E,31,3143,3065,78,29.6,82.6,82.3,90.1,1.83,10.06,1.8,Sedang
2025-07-02,K090,E,31,5355,5212,143,32.3,72.9,63.8,92.9,1.79,16.5,1.77,Sedang
2025-12-14,K070,D,29,7033,6815,218,32.4,79.9,60.8,91.4,1.47,18.88,1.88,Boros
2025-04-16,K008,A,30,3051,2990,61,24.9,75.4,83.0,102.1,1.92,9.76,1.7,Sedang
2025-04-29,K062,D,32,5416,5275,141,27.9,72.5,66.7,109.7,1.32,12.68,1.82,Boros
2025-08-20,K093,E,35,5160,5038,122,27.5,71.3,90.0,74.6,1.81,16.15,1.78,Sedang
2025-06-05,K038,B,28,3621,3534,87,28.3,66.2,78.7,131.1,1.44,9.1,1.79,Sedang
2025-05-25,K099,E,33,5005,4882,123,29.7,86.7,74.8,103.0,1.78,16.39,1.89,Boros
2025-03-05,K036,B,34,6848,6676,172,30.0,82.7,75.5,95.7,1.91,24.21,1.9,Boros
2025-09-13,K022,B,28,6254,6115,139,27.3,64.3,86.8,89.1,1.92,19.88,1.69,Sedang
2025-02-13,K007,A,28,3771,3696,75,24.7,74.9,83.1,69.0,1.95,11.84,1.64,Sedang
2025-12-13,K067,D,35,7872,7641,231,31.3,76.5,74.3,132.1,1.2,18.95,2.07,Boros
2025-11-30,K028,B,29,4443,4347,96,26.0,74.0,82.0,89.0,1.8,13.52,1.72,Sedang
2025-08-01,K097,E,29,6240,6099,141,27.0,71.4,77.3,94.3,1.94,20.88,1.76,Sedang
2025-01-19,K002,A,29,4298,4208,90,24.7,78.3,86.0,96.5,2.09,14.96,1.7,Sedang
2025-05-21,K080,D,32,5964,5785,179,30.1,82.0,63.8,89.4,1.33,14.84,1.94,Boros
2025-02-26,K055,C,30,3178,3099,79,30.0,69.5,64.5,94.2,1.56,7.87,1.62,Sedang
2025-07-05,K057,C,35,5924,5753,171,32.1,64.8,73.6,122.6,1.54,16.55,1.87,Boros
2025-12-14,K019,A,34,6941,6789,152,22.7,74.7,87.9,64.5,2.01,23.96,1.75,Sedang
2025-10-25,K083,E,31,6800,6633,167,31.2,64.2,76.1,109.5,1.71,20.26,1.78,Sedang
2025-09-19,K082,E,29,3514,3435,79,28.0,78.1,75.1,85.2,1.77,9.7,1.6,Efisien
2025-02-25,K022,B,29,7329,7146,183,30.7,76.6,76.4,104.3,1.68,23.0,1.91,Boros
2025-09-01,K051,C,28,6223,6066,157,29.7,70.6,79.9,90.7,1.7,18.4,1.78,Sedang
2025-03-24,K080,D,32,7944,7720,224,28.3,81.6,70.2,96.2,1.32,18.41,1.8,Boros
2025-10-17,K067,D,35,3887,3783,104,28.7,70.9,68.4,100.1,1.57,10.48,1.77,Sedang
2025-04-30,K021,B,28,3947,3866,81,27.9,63.0,81.5,90.9,2.06,13.41,1.69,Sedang
2025-10-30,K073,D,28,3616,3508,108,32.0,79.2,62.6,93.6,1.38,9.06,1.87,Boros
2025-03-25,K071,D,29,4929,4799,130,28.9,76.2,78.6,108.3,1.28,10.67,1.73,Sedang
2025-04-24,K057,C,32,5781,5632,149,29.1,72.3,69.0,86.6,1.51,14.97,1.76,Sedang
2025-04-21,K100,E,31,5480,5352,128,28.1,81.8,96.5,105.5,1.59,14.9,1.75,Sedang
2025-05-24,K057,C,30,6254,6083,171,30.5,63.7,82.4,112.7,1.55,17.59,1.87,Boros
2025-01-17,K054,C,33,7918,7699,219,32.3,58.2,60.7,111.6,1.6,23.62,1.91,Boros
2025-03-20,K058,C,34,7430,7227,203,31.0,63.0,80.4,98.6,1.72,23.51,1.89,Boros
2025-06-05,K096,E,34,3122,3035,87,31.7,65.6,72.2,84.9,1.64,9.84,1.98,Boros
2025-04-03,K096,E,29,3490,3405,85,27.6,63.5,67.1,94.9,1.56,9.15,1.72,Sedang
2025-01-31,K098,E,31,6680,6529,151,28.0,67.5,75.4,98.0,1.87,21.43,1.76,Sedang
2025-08-22,K027,B,30,7804,7616,188,29.0,70.7,84.3,85.8,1.79,25.19,1.85,Boros
2025-12-31,K039,B,34,7314,7138,176,28.8,69.9,80.9,72.9,1.87,25.22,1.89,Boros
2025-03-28,K081,E,34,6457,6290,167,30.8,60.5,79.1,85.2,2.06,25.41,1.96,Boros
2025-04-13,K066,D,30,6696,6524,172,29.1,79.1,57.7,105.2,1.56,17.35,1.71,Sedang
2025-01-04,K084,E,30,5377,5251,126,25.8,69.7,67.5,93.0,1.68,15.36,1.74,Sedang
2025-10-09,K016,A,34,3668,3589,79,27.0,76.3,80.7,97.1,1.95,12.18,1.74,Sedang
2025-01-17,K014,A,32,7334,7166,168,22.3,74.5,87.0,83.3,1.85,23.04,1.74,Sedang
2025-05-05,K005,A,35,7889,7722,167,24.9,69.7,96.0,91.1,2.09,28.18,1.75,Sedang
2025-06-13,K018,A,31,7088,6942,146,25.3,78.4,99.7,70.3,2.13,25.99,1.76,Sedang
2025-12-24,K095,E,32,3364,3286,78,26.6,83.8,76.8,115.4,1.63,9.42,1.76,Sedang
2025-09-23,K096,E,28,6411,6249,162,28.9,71.8,77.4,80.4,1.53,16.9,1.77,Sedang
2025-04-15,K057,C,30,5085,4932,153,33.4,72.6,82.0,90.3,1.46,14.01,1.94,Boros
2025-08-18,K070,D,28,7481,7268,213,29.9,76.1,82.2,94.7,1.36,18.57,1.88,Boros
2025-04-04,K042,C,29,3665,3567,98,31.0,70.2,63.2,90.4,1.77,10.9,1.73,Sedang
2025-07-17,K016,A,31,7752,7585,167,27.8,80.8,88.5,94.0,1.98,25.61,1.71,Sedang
2025-10-20,K038,B,32,4416,4306,110,29.2,66.5,91.5,83.0,1.73,14.28,1.91,Boros
2025-12-07,K047,C,32,5078,4936,142,31.6,68.4,78.9,128.4,1.4,13.91,2.01,Boros
2025-03-07,K063,D,34,4360,4228,132,31.3,85.0,65.0,126.6,1.22,9.81,1.9,Boros
2025-10-28,K014,A,30,6877,6720,157,25.2,75.1,83.6,88.4,1.98,23.36,1.75,Sedang
2025-04-22,K003,A,35,7385,7235,150,25.4,73.4,93.3,96.9,2.24,28.91,1.78,Sedang
2025-12-22,K080,D,28,7184,6965,219,30.5,78.8,77.0,87.8,1.2,15.87,1.9,Boros
2025-05-23,K008,A,35,3544,3473,71,27.3,83.1,89.9,97.0,2.33,14.02,1.73,Sedang
2025-08-22,K072,D,29,3497,3405,92,29.9,84.7,71.5,130.4,1.32,8.01,1.78,Sedang
2025-09-15,K048,C,28,5080,4949,131,30.9,69.6,81.6,132.6,1.25,11.41,1.85,Boros
2025-03-21,K069,D,29,7791,7585,206,28.9,79.2,64.9,125.6,1.28,16.86,1.74,Sedang
2025-06-03,K011,A,31,7214,7060,154,22.5,74.5,87.3,102.7,1.85,22.77,1.74,Sedang
2025-01-29,K065,D,30,3054,2975,79,28.8,82.6,81.1,103.9,1.48,7.75,1.76,Sedang
2025-10-19,K035,B,32,4263,4173,90,27.8,67.1,94.6,61.4,1.9,13.43,1.69,Sedang
2025-07-07,K064,D,28,4929,4787,142,29.8,89.0,69.7,106.4,1.32,11.33,1.8,Sedang
2025-04-23,K023,B,35,3929,3842,87,28.3,65.3,73.3,125.7,1.81,12.23,1.76,Sedang
2025-04-06,K017,A,29,7619,7452,167,25.2,75.2,87.8,98.1,2.06,27.8,1.81,Boros
2025-02-12,K004,A,28,4674,4581,93,24.8,73.2,87.3,111.4,2.15,17.02,1.73,Sedang
2025-09-24,K073,D,32,6429,6246,183,30.5,76.0,67.9,130.5,1.2,13.48,1.8,Sedang
2025-01-13,K058,C,33,4525,4411,114,28.9,66.3,92.5,80.1,1.65,13.36,1.84,Boros
2025-04-18,K070,D,34,5172,5021,151,30.6,78.7,62.2,110.1,1.32,12.62,1.9,Boros
2025-09-27,K009,A,32,3941,3857,84,25.7,76.0,91.1,91.7,1.88,12.73,1.75,Sedang
2025-05-05,K059,C,34,7072,6885,187,30.8,58.9,80.0,104.0,1.83,23.25,1.85,Boros
2025-12-07,K041,C,35,4861,4745,116,28.6,62.2,77.3,98.8,1.91,16.57,1.83,Boros
2025-08-05,K081,E,34,7563,7388,175,27.5,74.5,78.2,89.9,1.7,23.12,1.84,Boros
2025-07-20,K070,D,32,3359,3268,91,28.6,83.7,68.9,95.9,1.45,8.4,1.77,Sedang
2025-08-02,K086,E,29,6241,6095,146,26.2,78.8,74.2,85.9,1.61,16.02,1.63,Sedang
2025-03-23,K081,E,31,5873,5737,136,28.0,69.6,80.0,117.5,1.74,18.43,1.85,Boros
2025-02-04,K086,E,33,3524,3437,87,29.2,82.1,82.9,81.6,1.87,11.16,1.74,Sedang
2025-08-18,K063,D,33,3427,3329,98,29.5,80.3,69.3,114.4,1.2,7.56,1.89,Boros
2025-03-10,K099,E,33,5911,5743,168,33.5,79.5,88.5,116.8,1.5,16.8,1.95,Boros
2025-08-25,K060,C,33,5710,5551,159,32.9,71.7,65.3,87.9,1.63,17.66,1.95,Boros
2025-10-27,K041,C,29,6739,6563,176,31.0,60.7,78.1,107.0,1.8,21.03,1.78,Sedang
2025-03-03,K064,D,29,5930,5757,173,30.1,85.6,54.1,80.1,1.21,12.37,1.78,Sedang
2025-10-16,K036,B,33,3698,3613,85,27.6,70.4,76.7,94.8,1.87,12.0,1.78,Sedang
2025-05-09,K026,B,35,3446,3371,75,26.1,72.0,86.9,96.3,2.13,13.09,1.82,Boros
2025-07-29,K062,D,34,4355,4241,114,26.7,78.5,70.5,93.9,1.71,12.71,1.75,Sedang
2025-12-16,K024,B,28,4873,4759,114,25.8,75.1,88.0,85.4,1.68,13.78,1.72,Sedang
2025-06-20,K046,C,31,4340,4205,135,34.4,55.5,65.9,102.2,1.56,12.64,1.93,Boros
2025-10-20,K026,B,32,5731,5606,125,27.8,61.3,79.6,137.2,1.49,14.56,1.74,Sedang
2025-11-21,K014,A,30,4948,4835,113,26.8,81.5,88.2,76.0,1.69,14.4,1.76,Sedang
2025-07-01,K021,B,33,5698,5580,118,28.2,65.7,87.0,119.4,1.77,16.18,1.64,Sedang
2025-06-08,K047,C,28,6545,6385,160,27.5,55.7,78.8,104.0,1.67,17.9,1.68,Sedang
2025-09-24,K050,C,31,5590,5426,164,31.7,65.8,56.3,109.1,1.3,13.22,1.87,Boros
2025-12-11,K006,A,30,3256,3187,69,26.5,76.2,83.1,122.7,1.75,9.41,1.68,Sedang
2025-02-26,K044,C,35,3102,3011,91,33.3,69.7,67.0,97.4,1.74,10.2,1.94,Boros
2025-03-27,K060,C,29,4996,4870,126,30.2,60.3,66.7,100.5,1.65,14.19,1.76,Sedang
2025-07-07,K015,A,28,7418,7250,168,24.0,72.5,87.0,103.9,1.65,21.08,1.77,Sedang
2025-03-01,K051,C,34,4294,4174,120,32.3,58.4,86.1,81.5,1.73,13.87,1.92,Boros
2025-10-31,K083,E,35,5265,5152,113,27.2,76.3,67.2,68.8,2.11,19.15,1.77,Sedang
2025-02-07,K051,C,29,7979,7764,215,31.4,57.6,70.8,125.9,1.42,19.33,1.76,Sedang
2025-12-07,K023,B,29,3583,3500,83,29.3,61.3,82.8,109.6,1.57,9.47,1.73,Sedang
2025-09-07,K014,A,33,7928,7747,181,25.1,82.6,91.3,102.1,1.93,26.7,1.78,Sedang
2025-06-16,K018,A,35,4671,4575,96,28.1,67.6,95.4,93.9,2.18,18.16,1.82,Boros
2025-07-12,K086,E,32,4037,3933,104,30.3,86.3,82.1,133.0,1.72,12.97,1.92,Boros
2025-08-16,K058,C,29,4788,4668,120,28.9,58.1,83.3,93.2,1.37,11.29,1.76,Sedang
2025-02-11,K039,B,32,3305,3225,80,28.9,80.8,91.5,101.4,1.78,10.74,1.87,Boros
2025-12-16,K041,C,35,4418,4303,115,30.8,67.5,66.3,99.4,1.69,13.34,1.83,Boros
2025-04-06,K060,C,28,6134,5967,167,32.4,61.6,69.5,97.7,1.85,20.12,1.82,Boros
2025-05-18,K039,B,30,7692,7503,189,29.3,65.4,73.9,97.4,1.59,20.25,1.69,Sedang
2025-06-18,K027,B,28,7245,7048,197,32.1,75.1,84.9,88.6,1.8,23.41,1.84,Boros
2025-03-21,K067,D,29,6040,5866,174,30.9,77.3,59.3,92.8,1.2,12.62,1.79,Sedang
2025-10-27,K081,E,28,4620,4508,112,29.2,67.8,72.7,83.1,1.8,14.56,1.8,Sedang
2025-11-19,K045,C,28,6393,6209,184,31.4,81.5,82.4,98.3,1.39,16.64,1.93,Boros
2025-01-30,K081,E,28,3602,3519,83,26.7,52.2,77.8,98.6,1.74,10.45,1.71,Sedang
2025-11-16,K089,E,28,5940,5783,157,31.0,50.0,73.7,87.1,1.59,16.88,1.83,Boros
2025-02-24,K016,A,35,5090,4981,109,25.6,75.2,91.3,128.7,2.06,18.46,1.8,Boros
2025-08-15,K100,E,29,6787,6616,171,30.0,85.3,87.9,102.2,1.76,21.28,1.83,Boros
2025-03-23,K017,A,29,4194,4102,92,24.0,80.8,97.4,64.8,1.9,13.29,1.71,Sedang
2025-09-01,K064,D,30,5751,5587,164,29.3,67.7,69.6,104.7,1.43,15.35,1.93,Boros
2025-08-14,K081,E,30,4630,4523,107,26.5,62.5,79.9,82.2,1.89,15.46,1.81,Boros
2025-03-05,K086,E,35,4674,4542,132,32.9,74.7,82.6,107.0,1.76,15.6,1.95,Boros
2025-12-21,K034,B,35,5289,5166,123,28.4,62.3,86.7,87.7,1.71,15.83,1.79,Sedang
2025-03-04,K023,B,33,3683,3597,86,29.5,67.4,83.2,106.6,2.13,14.31,1.87,Boros
2025-04-19,K093,E,32,5865,5707,158,31.4,78.8,81.3,102.8,1.73,18.56,1.87,Boros
2025-12-09,K002,A,30,5554,5437,117,25.6,75.7,88.5,89.8,1.92,18.33,1.76,Sedang
2025-11-26,K043,C,34,7136,6955,181,29.3,60.7,74.7,105.6,1.7,20.88,1.76,Sedang
2025-03-18,K048,C,31,7129,6931,198,32.9,66.2,68.7,122.6,1.47,19.17,1.88,Boros
2025-09-08,K039,B,30,3618,3528,90,29.6,66.1,83.5,73.2,1.86,11.6,1.76,Sedang
2025-09-09,K018,A,28,4943,4841,102,26.4,68.9,80.1,95.5,1.98,16.48,1.72,Sedang
2025-11-10,K074,D,31,5256,5125,131,28.6,78.8,65.0,94.0,1.65,13.81,1.63,Sedang
2025-03-06,K075,D,30,5492,5324,168,30.7,79.6,71.8,110.6,1.22,12.33,1.89,Boros
2025-03-11,K058,C,33,5352,5203,149,31.7,75.4,88.0,87.0,1.66,16.41,1.9,Boros
2025-05-24,K054,C,32,7063,6892,171,28.9,58.7,76.1,98.3,1.75,21.9,1.81,Boros
2025-12-29,K062,D,32,4218,4096,122,30.8,74.9,73.4,105.3,1.35,10.15,1.84,Boros
2025-03-10,K048,C,33,6810,6633,177,31.2,64.3,69.8,103.4,1.65,20.76,1.9,Boros
2025-08-29,K065,D,34,6686,6486,200,32.8,86.0,64.9,101.3,1.5,19.04,1.96,Boros
2025-12-24,K089,E,34,4382,4265,117,31.3,72.6,75.7,129.9,1.56,12.24,1.84,Boros
2025-07-26,K047,C,29,3190,3101,89,31.6,66.4,84.4,91.8,1.71,9.76,1.84,Boros
2025-04-13,K012,A,32,7377,7219,158,26.2,86.7,91.8,107.6,2.02,24.48,1.68,Sedang
2025-09-09,K071,D,28,3353,3255,98,31.7,85.1,63.8,108.7,1.45,8.84,1.88,Boros
2025-03-28,K049,C,28,6198,6039,159,30.1,60.7,71.1,69.4,1.61,16.34,1.68,Sedang
2025-01-21,K093,E,29,6430,6267,163,29.7,67.4,89.4,99.7,1.36,15.19,1.78,Sedang
2025-05-19,K005,A,35,7090,6940,150,26.1,71.4,93.1,99.8,2.11,26.68,1.82,Boros
2025-01-03,K026,B,28,5026,4916,110,27.5,67.7,79.0,80.3,1.83,14.79,1.64,Sedang
2025-01-27,K002,A,34,7345,7190,155,26.3,72.5,87.6,98.1,2.07,25.74,1.73,Sedang
2025-08-16,K071,D,31,7278,7075,203,30.3,82.1,68.5,100.3,1.73,22.06,1.81,Boros
2025-05-13,K059,C,34,7059,6850,209,34.0,72.4,79.5,120.4,1.63,21.94,1.96,Boros
2025-02-01,K022,B,31,4293,4193,100,29.1,73.7,82.5,148.0,1.29,9.88,1.82,Boros
2025-05-19,K051,C,28,4297,4172,125,33.5,64.2,79.9,113.3,1.58,12.9,1.96,Boros
2025-12-24,K026,B,32,4967,4852,115,29.4,62.5,80.0,136.9,1.6,14.07,1.81,Boros
2025-08-30,K052,C,33,5849,5684,165,32.0,67.0,72.5,114.7,1.55,17.66,2.01,Boros
2025-09-23,K041,C,31,4423,4302,121,32.2,72.6,76.5,111.3,1.84,15.05,1.9,Boros
2025-09-17,K038,B,32,7789,7592,197,29.3,64.3,84.3,122.4,1.47,20.53,1.83,Boros
2025-09-21,K097,E,35,4563,4441,122,32.2,75.3,81.9,86.7,1.58,13.98,1.99,Boros
2025-03-18,K043,C,29,3757,3645,112,33.8,67.0,74.5,108.5,1.36,9.47,1.91,Boros
2025-02-01,K068,D,31,4499,4366,133,32.6,84.3,80.7,106.1,1.37,11.9,1.98,Boros
2025-12-18,K052,C,31,6130,5939,191,34.8,65.4,60.5,102.0,1.6,18.33,1.93,Boros
2025-08-11,K057,C,32,7920,7689,231,32.4,60.0,75.7,93.0,1.64,23.15,1.84,Boros
2025-04-03,K099,E,31,5345,5223,122,27.6,66.2,74.3,116.0,1.59,14.37,1.73,Sedang
2025-10-31,K061,D,31,7561,7330,231,32.2,84.0,70.5,94.4,1.37,19.53,1.94,Boros
2025-03-28,K082,E,31,6486,6298,188,34.4,72.0,74.6,143.6,1.35,16.74,1.96,Boros
2025-11-04,K092,E,29,5303,5187,116,26.9,66.4,97.9,90.0,1.75,16.55,1.82,Boros
2025-03-14,K043,C,34,3764,3667,97,29.8,60.5,81.8,92.2,1.64,11.08,1.84,Boros
2025-05-14,K029,B,31,6415,6261,154,29.5,63.9,87.7,81.6,1.88,21.72,1.84,Boros
2025-12-25,K030,B,32,4823,4713,110,28.6,73.1,85.6,111.5,1.78,14.5,1.73,Sedang
2025-09-02,K080,D,30,3589,3489,100,27.3,75.9,72.5,116.7,1.25,7.75,1.77,Sedang
2025-01-17,K071,D,28,4893,4743,150,33.2,80.8,73.3,118.2,1.23,11.07,1.9,Boros
2025-06-12,K096,E,34,7015,6844,171,27.7,68.7,84.9,72.8,1.58,18.72,1.74,Sedang
2025-09-15,K077,D,29,7886,7682,204,27.3,82.5,63.1,104.3,1.49,18.83,1.65,Sedang
2025-05-14,K054,C,30,4172,4062,110,31.2,60.0,78.3,92.9,1.64,12.18,1.83,Boros
2025-11-23,K036,B,31,6953,6792,161,27.5,66.5,79.9,71.2,1.8,21.45,1.76,Sedang
2025-05-26,K077,D,33,6039,5883,156,27.2,75.4,59.1,95.3,1.63,16.66,1.73,Sedang
2025-09-14,K058,C,30,6010,5850,160,30.4,66.2,78.4,90.2,1.59,17.72,1.9,Boros
2025-06-05,K055,C,32,6146,5992,154,30.2,67.0,70.1,95.6,1.82,18.97,1.74,Sedang
2025-03-20,K063,D,28,4782,4645,137,29.7,81.6,73.8,104.9,1.34,11.57,1.86,Boros
2025-05-31,K086,E,33,6849,6674,175,30.1,73.4,93.3,75.2,1.66,20.31,1.83,Boros
2025-04-04,K099,E,29,3680,3589,91,29.9,65.4,67.0,72.2,1.64,10.43,1.77,Sedang
2025-04-06,K008,A,29,7654,7500,154,25.1,81.3,76.2,90.1,2.13,26.55,1.66,Sedang
2025-04-13,K003,A,30,3806,3729,77,23.2,61.3,90.7,82.3,2.09,13.75,1.76,Sedang
2025-02-17,K046,C,28,5077,4919,158,34.5,62.6,75.9,104.6,1.33,12.75,1.96,Boros
2025-12-06,K055,C,35,3529,3436,93,31.5,68.7,58.6,83.3,1.71,10.8,1.84,Boros
2025-11-04,K016,A,28,7044,6893,151,28.0,76.0,93.7,98.5,1.85,21.15,1.66,Sedang
2025-05-04,K081,E,31,4041,3939,102,30.2,84.4,73.4,126.7,1.41,10.51,1.89,Boros
2025-11-06,K007,A,35,6185,6062,123,23.5,72.5,80.9,87.1,2.27,24.34,1.77,Sedang
2025-05-18,K088,E,34,7734,7559,175,27.7,77.7,68.1,81.5,1.84,23.54,1.69,Sedang
2025-05-01,K046,C,32,7360,7133,227,34.2,58.8,82.4,118.6,1.32,19.99,2.12,Boros
2025-07-12,K099,E,31,4413,4283,130,34.6,61.5,77.0,111.7,1.54,12.78,1.94,Boros
2025-12-23,K058,C,32,6152,5974,178,32.7,76.8,70.2,119.4,1.25,14.18,1.9,Boros
2025-01-03,K027,B,29,7284,7116,168,27.5,74.5,78.3,77.9,1.66,20.33,1.72,Sedang
2025-06-27,K022,B,29,7258,7085,173,29.7,73.6,76.3,87.7,1.85,22.79,1.74,Sedang
2025-12-30,K020,A,33,5290,5172,118,27.3,71.0,87.3,106.2,1.87,16.82,1.74,Sedang
2025-12-08,K085,E,31,4623,4511,112,28.5,69.4,68.0,93.5,1.82,14.51,1.77,Sedang
2025-03-04,K042,C,30,3168,3083,85,31.1,79.0,82.6,110.8,1.51,8.56,1.84,Boros
2025-06-25,K019,A,29,7423,7261,162,25.9,68.3,87.8,111.4,1.71,20.84,1.68,Sedang
2025-02-15,K097,E,30,3119,3043,76,29.9,68.0,76.2,62.0,1.99,10.79,1.79,Sedang
2025-05-20,K018,A,28,7281,7131,150,25.0,75.7,85.3,59.7,1.72,21.29,1.74,Sedang
2025-03-15,K072,D,35,5378,5236,142,30.0,78.2,83.7,85.9,1.94,18.98,1.87,Boros
2025-08-18,K085,E,30,5396,5265,131,28.6,69.3,76.9,107.7,1.71,15.75,1.75,Sedang
2025-10-30,K053,C,28,5741,5570,171,33.2,65.1,77.4,75.1,1.44,14.7,1.83,Boros
2025-09-22,K033,B,28,3016,2950,66,28.2,67.7,77.4,114.3,1.65,8.91,1.83,Boros
2025-11-10,K058,C,34,6287,6118,169,30.6,75.6,78.8,124.5,1.39,16.44,1.93,Boros
2025-09-29,K029,B,30,6179,6040,139,27.2,78.5,76.2,72.7,1.9,19.85,1.73,Sedang
2025-03-23,K046,C,28,5728,5555,173,33.6,57.1,72.5,110.6,1.39,14.82,1.91,Boros
2025-03-01,K059,C,35,7010,6809,201,33.1,67.9,74.4,104.0,1.61,21.67,1.98,Boros
2025-10-09,K032,B,32,3133,3070,63,27.5,64.5,83.1,85.8,2.05,10.79,1.71,Sedang
2025-05-07,K066,D,31,4028,3923,105,29.6,86.4,67.8,101.5,1.73,12.56,1.85,Boros
2025-10-07,K014,A,31,5466,5341,125,24.1,80.0,88.7,97.0,1.73,16.32,1.77,Sedang
2025-05-20,K074,D,29,6460,6299,161,28.6,82.0,67.2,74.8,1.63,17.39,1.69,Sedang
2025-02-21,K045,C,28,5063,4911,152,32.6,64.6,71.6,143.8,1.2,11.28,1.91,Boros
2025-10-19,K022,B,29,4592,4490,102,27.5,71.8,88.7,82.4,1.77,14.04,1.77,Sedang
2025-08-03,K097,E,30,3592,3507,85,29.1,83.3,80.1,77.2,1.73,11.22,1.85,Boros
2025-04-12,K067,D,32,7504,7287,217,30.9,80.7,68.6,110.0,1.32,17.55,1.82,Boros
2025-11-07,K094,E,35,4809,4682,127,31.3,85.5,80.9,102.2,1.81,15.41,1.82,Boros
2025-05-18,K019,A,35,5091,4980,111,27.1,66.0,87.8,96.9,1.96,16.73,1.72,Sedang
2025-03-24,K097,E,35,6749,6573,176,31.5,67.4,69.3,96.6,1.85,22.69,1.87,Boros
2025-12-30,K004,A,28,3895,3818,77,25.2,80.6,89.5,92.1,2.19,15.26,1.83,Boros
2025-06-19,K025,B,31,6553,6393,160,30.0,65.1,88.1,102.7,1.9,22.28,1.84,Boros
2025-01-29,K070,D,34,5751,5587,164,30.0,73.6,72.0,88.4,1.5,15.75,1.89,Boros
2025-08-08,K040,B,35,4925,4814,111,28.9,80.4,89.9,90.7,2.0,17.55,1.83,Boros
2025-09-02,K007,A,28,7291,7146,145,26.0,71.7,87.6,98.4,2.03,25.26,1.74,Sedang
